title,genre,year,rating,votes,runtime_min,director,language,country,budget_million,gross_million,metascore,profit_million,roi_percent
Movie Title 688,Action,1992,7.9,1516331,117,Christopher Nolan,Italian,Australia,5.5,4.6,80.0,-0.9,-16.4
Movie Title 689,Animation,2012,5.4,294851,79,David Lynch,German,India,13.6,25.8,61.0,12.2,89.7
Movie Title 690,Drama,2013,6.7,1773750,168,David Fincher,German,Japan,47.3,101.8,32.0,54.5,115.2
Movie Title 691,Romance,2020,5.2,1187944,80,Quentin Tarantino,Spanish,South Korea,13.9,93.0,31.0,79.1,569.1
Movie Title 692,Documentary,2014,6.6,1206046,154,Christopher Nolan,Italian,USA,47.1,179.6,93.0,132.5,281.3
Movie Title 693,Romance,1980,6.4,298986,218,James Cameron,Japanese,USA,15.8,63.2,39.0,47.4,300.0
Movie Title 694,Documentary,2000,6.3,14261,204,David Lynch,Spanish,USA,113.4,849.6,,736.2,649.2
Movie Title 695,Horror,1985,6.3,1126285,195,David Lynch,Hindi,India,30.4,157.1,55.0,126.7,416.8
Movie Title 696,Documentary,2007,7.4,1669849,133,David Fincher,Spanish,USA,16.9,121.8,88.0,104.9,620.7
Movie Title 697,Comedy,1996,4.6,369760,71,Quentin Tarantino,French,France,100.4,377.6,56.0,277.2,276.1
Movie Title 698,Animation,1984,5.4,854605,145,Guillermo del Toro,German,USA,25.2,34.4,31.0,9.2,36.5
Movie Title 699,Animation,2010,6.5,1343501,190,Alfonso Cuaron,Japanese,Japan,7.1,52.9,59.0,45.8,645.1
Movie Title 700,Comedy,1984,5.1,276796,111,David Fincher,German,Australia,50.7,191.5,73.0,140.8,277.7
Movie Title 701,Thriller,2017,6.6,1316823,123,David Fincher,French,Australia,52.3,84.6,,32.3,61.8
Movie Title 702,Horror,1982,6.4,1337220,144,Martin Scorsese,French,UK,75.3,192.7,69.0,117.4,155.9
Movie Title 703,Thriller,2002,4.8,771692,85,Peter Jackson,Korean,Japan,16.5,9.8,60.0,-6.7,-40.6
Movie Title 704,Thriller,2016,4.8,1674200,87,Martin Scorsese,Italian,India,35.2,135.6,64.0,100.4,285.2
Movie Title 705,Romance,2016,3.4,429745,159,Christopher Nolan,Hindi,USA,19.9,136.4,28.0,116.5,585.4
Movie Title 706,Crime,1989,5.0,638787,213,Steven Spielberg,English,USA,5.1,38.2,81.0,33.1,649.0
Movie Title 707,Romance,1989,6.5,674812,75,Stanley Kubrick,French,France,125.5,938.0,66.0,812.5,647.4
Movie Title 708,Crime,1998,6.7,836825,177,Ridley Scott,Spanish,South Korea,78.3,92.1,24.0,13.8,17.6
Movie Title 709,Drama,1996,6.7,1473966,117,Alfonso Cuaron,English,USA,21.5,68.4,95.0,46.9,218.1
Movie Title 710,Documentary,2000,5.6,1507242,111,Coen Brothers,Spanish,Germany,54.9,23.1,20.0,-31.8,-57.9
Movie Title 711,Crime,1993,6.5,691796,145,Steven Spielberg,German,Japan,13.5,92.7,63.0,79.2,586.7
Movie Title 712,Comedy,1988,7.0,1359126,146,Ridley Scott,Spanish,India,132.6,397.6,41.0,265.0,199.8
Movie Title 713,Romance,1980,5.0,326203,201,David Lynch,English,Australia,7.3,37.4,57.0,30.1,412.3
Movie Title 714,Horror,1992,6.6,1720890,199,Christopher Nolan,English,UK,0.2,1.2,38.0,1.0,500.0
Movie Title 715,Documentary,1983,7.3,345866,128,Wes Anderson,Italian,USA,41.8,148.5,99.0,106.7,255.3
Movie Title 716,Drama,1980,5.9,776107,96,Guillermo del Toro,Spanish,UK,52.5,136.0,50.0,83.5,159.0
Movie Title 717,Crime,2019,7.8,537644,148,Christopher Nolan,Hindi,USA,51.9,399.9,86.0,348.0,670.5
Movie Title 718,Drama,2011,5.9,653416,141,James Cameron,Italian,India,3.4,26.3,61.0,22.9,673.5
Movie Title 719,Horror,2013,5.5,1017003,76,Coen Brothers,Japanese,South Korea,22.6,55.5,45.0,32.9,145.6
Movie Title 720,Thriller,2007,7.2,1051763,180,Guillermo del Toro,Korean,Japan,41.5,163.6,32.0,122.1,294.2
Movie Title 721,Animation,2010,8.9,1913251,188,Wes Anderson,Japanese,Australia,14.6,113.7,77.0,99.1,678.8
Movie Title 722,Horror,1987,6.6,1871106,132,Peter Jackson,Hindi,India,123.6,29.4,37.0,-94.2,-76.2
Movie Title 723,Sci-Fi,2018,7.3,1535263,193,David Lynch,Italian,UK,5.5,18.8,86.0,13.3,241.8
Movie Title 724,Horror,2005,5.9,677585,81,David Fincher,Korean,USA,40.1,39.4,22.0,-0.7,-1.7
Movie Title 725,Drama,2013,5.0,1708542,210,Martin Scorsese,Italian,UK,70.5,294.1,74.0,223.6,317.2
Movie Title 726,Comedy,1982,6.7,1893628,112,Stanley Kubrick,English,Japan,18.2,7.1,77.0,-11.1,-61.0
Movie Title 727,Romance,1991,6.9,1475620,86,Martin Scorsese,Korean,Germany,58.7,198.0,82.0,139.3,237.3
Movie Title 728,Comedy,1980,6.1,1175846,132,Stanley Kubrick,German,Australia,106.1,203.9,71.0,97.8,92.2
Movie Title 729,Drama,2023,7.3,1993569,189,Christopher Nolan,Spanish,India,12.7,55.4,43.0,42.7,336.2
Movie Title 730,Romance,1984,5.7,1850395,105,David Lynch,Japanese,UK,149.5,1191.3,91.0,1041.8,696.9
Movie Title 731,Sci-Fi,2009,5.4,332607,77,Martin Scorsese,Korean,UK,48.4,311.9,28.0,263.5,544.4
Movie Title 732,Animation,2009,7.8,990336,138,Stanley Kubrick,Spanish,Japan,21.3,144.8,56.0,123.5,579.8
Movie Title 733,Documentary,1996,7.8,768286,159,David Lynch,Italian,Germany,33.8,174.2,72.0,140.4,415.4
Movie Title 734,Drama,2002,5.7,1030933,105,Alfonso Cuaron,Hindi,USA,22.5,11.8,,-10.7,-47.6
Movie Title 735,Crime,1994,8.6,921095,97,Alfonso Cuaron,Korean,Germany,77.5,140.5,43.0,63.0,81.3
Movie Title 736,Drama,2016,6.2,1041950,187,Alfonso Cuaron,Spanish,UK,95.5,708.2,40.0,612.7,641.6
Movie Title 737,Drama,2000,6.6,766791,162,Guillermo del Toro,Italian,Japan,107.4,328.2,59.0,220.8,205.6
Movie Title 738,Romance,1993,6.4,967020,145,Wes Anderson,Italian,USA,255.1,257.2,81.0,2.1,0.8
Movie Title 739,Action,1981,7.1,354827,170,Christopher Nolan,Italian,Germany,94.0,533.8,89.0,439.8,467.9
Movie Title 740,Horror,1990,6.8,1635925,213,David Fincher,Hindi,Australia,55.2,140.0,88.0,84.8,153.6
Movie Title 741,Action,2018,6.8,1809361,83,Christopher Nolan,English,Germany,24.9,57.2,33.0,32.3,129.7
Movie Title 742,Sci-Fi,2017,5.3,1130833,140,James Cameron,Hindi,Australia,47.2,376.9,61.0,329.7,698.5
Movie Title 743,Crime,2013,4.5,62753,193,Peter Jackson,Hindi,Germany,2.5,17.2,69.0,14.7,588.0
Movie Title 744,Animation,2017,7.9,872206,194,Denis Villeneuve,German,South Korea,81.9,277.0,80.0,195.1,238.2
Movie Title 745,Thriller,2013,5.8,1453879,106,Quentin Tarantino,Japanese,USA,35.4,277.7,23.0,242.3,684.5
Movie Title 746,Sci-Fi,1997,6.4,1473608,98,Wes Anderson,Italian,Germany,1.2,6.3,91.0,5.1,425.0
Movie Title 747,Thriller,2009,6.9,1072984,212,Peter Jackson,Spanish,South Korea,3.9,23.4,94.0,19.5,500.0
Movie Title 748,Thriller,1994,8.5,125116,88,Peter Jackson,Korean,India,29.4,13.1,36.0,-16.3,-55.4
Movie Title 749,Animation,2006,6.7,1023780,175,Steven Spielberg,Japanese,Japan,52.5,60.3,76.0,7.8,14.9
Movie Title 750,Comedy,2013,6.0,656496,90,Coen Brothers,Italian,Germany,37.4,192.2,67.0,154.8,413.9
Movie Title 751,Action,2017,5.9,18413,133,Coen Brothers,French,Australia,57.9,417.6,63.0,359.7,621.2
Movie Title 752,Drama,2012,6.5,638938,96,Wes Anderson,Hindi,USA,39.3,199.1,64.0,159.8,406.6
Movie Title 753,Documentary,2003,5.4,1109076,124,Alfonso Cuaron,French,Australia,65.0,81.0,99.0,16.0,24.6
Movie Title 754,Thriller,1994,6.5,871946,98,Ridley Scott,Italian,South Korea,14.8,16.3,52.0,1.5,10.1
Movie Title 755,Crime,2009,6.4,1105934,217,Quentin Tarantino,Japanese,South Korea,7.2,48.8,50.0,41.6,577.8
Movie Title 756,Sci-Fi,2021,8.5,67197,94,David Fincher,Spanish,India,54.4,70.0,66.0,15.6,28.7
Movie Title 757,Comedy,1996,6.4,494992,139,Alfonso Cuaron,Japanese,Australia,39.8,169.5,,129.7,325.9
Movie Title 758,Thriller,1984,4.2,1797725,132,Wes Anderson,German,France,1.6,0.8,91.0,-0.8,-50.0
Movie Title 759,Comedy,2008,9.7,224492,199,Denis Villeneuve,Spanish,Japan,28.7,23.8,90.0,-4.9,-17.1
Movie Title 760,Comedy,1983,7.6,786833,219,Denis Villeneuve,Spanish,Australia,6.7,36.5,,29.8,444.8
Movie Title 761,Thriller,1989,9.0,427070,85,Wes Anderson,Italian,France,45.5,253.7,72.0,208.2,457.6
Movie Title 762,Romance,1996,5.1,77240,215,Coen Brothers,English,USA,30.2,86.5,33.0,56.3,186.4
Movie Title 763,Horror,1989,6.2,236595,169,Peter Jackson,Italian,Japan,57.0,107.3,35.0,50.3,88.2
Movie Title 764,Crime,1996,7.3,1572286,99,Guillermo del Toro,Hindi,Australia,98.3,643.6,,545.3,554.7
Movie Title 765,Drama,1999,7.1,1794999,114,James Cameron,Japanese,India,21.4,40.5,92.0,19.1,89.3
Movie Title 766,Drama,2003,6.9,1328042,88,Ridley Scott,Spanish,USA,196.4,869.6,93.0,673.2,342.8
Movie Title 767,Crime,1984,3.9,1949061,103,Christopher Nolan,Italian,Japan,46.0,356.6,31.0,310.6,675.2
Movie Title 768,Romance,2013,4.4,1056544,210,Ridley Scott,Italian,Australia,57.8,78.2,89.0,20.4,35.3
Movie Title 769,Drama,1985,8.3,290662,131,Steven Spielberg,Japanese,Australia,68.5,516.4,38.0,447.9,653.9
Movie Title 770,Comedy,1981,8.5,839357,187,Ridley Scott,Japanese,Japan,65.9,107.2,60.0,41.3,62.7
Movie Title 771,Animation,1992,6.4,191920,169,Peter Jackson,German,France,42.9,198.5,72.0,155.6,362.7
Movie Title 772,Sci-Fi,2022,8.2,899332,91,David Fincher,Spanish,USA,33.6,105.5,48.0,71.9,214.0
Movie Title 773,Action,2022,5.3,880854,180,Peter Jackson,Korean,India,3.3,25.5,89.0,22.2,672.7
Movie Title 774,Drama,1990,5.5,1313420,142,Guillermo del Toro,German,India,1.3,3.0,78.0,1.7,130.8
Movie Title 775,Crime,2002,5.2,1929790,216,Stanley Kubrick,French,USA,26.6,88.2,83.0,61.6,231.6
Movie Title 776,Animation,1995,5.5,233076,107,Coen Brothers,Hindi,USA,24.4,191.9,43.0,167.5,686.5
Movie Title 777,Thriller,2010,7.4,1072775,139,David Fincher,Hindi,South Korea,29.4,128.9,35.0,99.5,338.4
Movie Title 778,Horror,1990,5.5,438805,185,Martin Scorsese,Korean,UK,8.9,36.7,71.0,27.8,312.4
Movie Title 779,Crime,1995,9.2,164187,148,David Fincher,English,Australia,80.4,177.7,99.0,97.3,121.0
Movie Title 780,Comedy,1987,7.1,456150,217,Ridley Scott,German,France,116.7,661.8,25.0,545.1,467.1
Movie Title 781,Horror,1983,7.8,510551,78,Guillermo del Toro,Korean,USA,167.5,52.3,56.0,-115.2,-68.8
Movie Title 782,Sci-Fi,2019,7.1,1563518,101,Ridley Scott,English,USA,40.7,23.9,23.0,-16.8,-41.3
Movie Title 783,Sci-Fi,1983,8.0,1759252,201,Ridley Scott,English,UK,72.4,352.9,57.0,280.5,387.4
Movie Title 784,Romance,2004,5.5,1055096,119,Martin Scorsese,Korean,UK,116.1,332.6,60.0,216.5,186.5
Movie Title 785,Documentary,1982,8.2,1683678,151,Coen Brothers,Hindi,Japan,32.5,248.2,,215.7,663.7
Movie Title 786,Romance,2011,6.7,168527,74,Christopher Nolan,French,Germany,22.2,160.8,90.0,138.6,624.3
Movie Title 787,Animation,1982,8.0,771644,217,Alfonso Cuaron,Hindi,India,165.6,955.0,70.0,789.4,476.7
Movie Title 788,Horror,2006,4.8,648652,156,David Lynch,Italian,France,43.5,286.3,84.0,242.8,558.2
Movie Title 789,Documentary,2008,6.7,1588819,195,Quentin Tarantino,Hindi,Japan,41.3,223.2,71.0,181.9,440.4
Movie Title 790,Thriller,2011,6.7,1224697,144,Coen Brothers,Hindi,USA,11.8,13.9,49.0,2.1,17.8
Movie Title 791,Comedy,1998,5.8,1718853,91,Alfonso Cuaron,German,Australia,6.9,42.6,76.0,35.7,517.4
Movie Title 792,Horror,2000,6.9,988797,137,Ridley Scott,Korean,UK,110.8,203.8,98.0,93.0,83.9
Movie Title 793,Romance,1984,8.3,1521373,113,Wes Anderson,Korean,South Korea,57.1,155.5,49.0,98.4,172.3
Movie Title 794,Action,1997,5.7,251144,103,Alfonso Cuaron,Italian,India,23.7,156.2,61.0,132.5,559.1
Movie Title 795,Documentary,2007,7.7,65925,146,Coen Brothers,Italian,Japan,12.8,56.1,30.0,43.3,338.3
Movie Title 796,Documentary,2021,5.1,370360,111,Steven Spielberg,German,South Korea,48.6,335.7,46.0,287.1,590.7
Movie Title 797,Comedy,2001,9.0,595557,206,Denis Villeneuve,Korean,India,52.6,97.9,43.0,45.3,86.1
Movie Title 798,Drama,2000,7.4,949458,175,Denis Villeneuve,Hindi,Germany,13.9,68.7,58.0,54.8,394.2
Movie Title 799,Sci-Fi,1985,8.6,991121,164,Wes Anderson,French,Germany,114.4,97.6,91.0,-16.8,-14.7
Movie Title 800,Sci-Fi,1980,7.3,1353178,204,Quentin Tarantino,English,South Korea,5.3,27.6,37.0,22.3,420.8
Movie Title 801,Action,1984,7.0,1400757,137,Quentin Tarantino,Japanese,UK,26.4,162.3,96.0,135.9,514.8
Movie Title 802,Animation,2020,7.5,1726049,216,Stanley Kubrick,English,Japan,68.4,325.8,64.0,257.4,376.3
Movie Title 803,Animation,1991,6.3,1149553,197,Christopher Nolan,Italian,Japan,19.2,43.7,31.0,24.5,127.6
Movie Title 804,Thriller,2005,4.6,1555414,154,Guillermo del Toro,Italian,Germany,105.5,46.9,68.0,-58.6,-55.5
Movie Title 805,Horror,2013,7.0,1568739,152,Steven Spielberg,English,India,80.8,91.4,50.0,10.6,13.1
Movie Title 806,Crime,1993,5.6,484442,164,Peter Jackson,Japanese,South Korea,93.4,472.0,41.0,378.6,405.4
Movie Title 807,Drama,2005,5.2,831371,101,Coen Brothers,Hindi,UK,7.6,56.9,63.0,49.3,648.7
Movie Title 808,Romance,2006,7.3,1078921,135,David Fincher,French,USA,9.1,16.5,83.0,7.4,81.3
Movie Title 809,Crime,1988,6.2,780976,185,David Fincher,French,Japan,20.3,120.4,96.0,100.1,493.1
Movie Title 810,Crime,2005,7.7,1421827,207,Peter Jackson,English,Australia,43.8,304.8,44.0,261.0,595.9
Movie Title 811,Documentary,2001,5.6,1957874,199,Stanley Kubrick,Japanese,USA,82.7,352.5,70.0,269.8,326.2
Movie Title 812,Action,2009,5.9,1010869,129,Denis Villeneuve,German,UK,108.7,589.2,26.0,480.5,442.0
Movie Title 813,Sci-Fi,2022,7.9,1835662,86,Guillermo del Toro,Italian,Germany,73.1,479.3,25.0,406.2,555.7
Movie Title 814,Thriller,1996,6.8,494814,165,Peter Jackson,Spanish,Australia,158.4,353.7,43.0,195.3,123.3
Movie Title 815,Animation,2005,4.7,332310,213,Coen Brothers,Hindi,Japan,80.5,202.5,38.0,122.0,151.6
Movie Title 816,Action,2015,6.8,1752797,85,Alfonso Cuaron,German,Japan,21.9,4.5,28.0,-17.4,-79.5
Movie Title 817,Documentary,1980,8.3,98406,115,Steven Spielberg,English,South Korea,18.5,142.7,55.0,124.2,671.4
Movie Title 818,Romance,1987,5.9,1361018,176,Ridley Scott,French,Australia,71.5,526.0,59.0,454.5,635.7
Movie Title 819,Thriller,2014,7.2,965725,157,Stanley Kubrick,Italian,USA,12.9,79.5,43.0,66.6,516.3
Movie Title 820,Documentary,1994,5.5,1356662,198,Martin Scorsese,German,Germany,5.8,4.7,67.0,-1.1,-19.0
Movie Title 821,Sci-Fi,2001,6.3,1577317,208,Wes Anderson,German,South Korea,45.6,168.3,82.0,122.7,269.1
Movie Title 822,Sci-Fi,1993,7.8,1676675,188,Stanley Kubrick,Korean,France,103.4,102.9,88.0,-0.5,-0.5
Movie Title 823,Sci-Fi,2005,6.8,580223,154,Ridley Scott,Korean,USA,6.4,2.1,72.0,-4.3,-67.2
Movie Title 824,Action,2007,8.0,385583,73,Martin Scorsese,Japanese,USA,94.2,471.6,,377.4,400.6
Movie Title 825,Action,2002,7.0,1748306,140,David Fincher,Japanese,France,100.1,770.2,,670.1,669.4
Movie Title 826,Animation,1993,9.2,1022436,180,Stanley Kubrick,English,UK,39.5,286.1,64.0,246.6,624.3
Movie Title 827,Animation,2003,4.6,795760,119,Wes Anderson,German,Australia,3.5,19.7,33.0,16.2,462.9
Movie Title 828,Romance,1981,6.2,1065110,209,Stanley Kubrick,Spanish,Australia,11.5,11.0,48.0,-0.5,-4.3
Movie Title 829,Thriller,2005,5.2,1921288,164,Guillermo del Toro,French,UK,73.7,172.3,25.0,98.6,133.8
Movie Title 830,Comedy,1993,5.3,1003429,161,Quentin Tarantino,English,Japan,74.6,201.2,26.0,126.6,169.7
Movie Title 831,Comedy,1986,5.3,1610184,134,Alfonso Cuaron,Spanish,India,137.2,844.1,56.0,706.9,515.2
Movie Title 832,Documentary,1982,6.7,1623034,116,Coen Brothers,Italian,South Korea,52.4,338.4,72.0,286.0,545.8
Movie Title 833,Sci-Fi,2002,6.8,1150122,175,Ridley Scott,Japanese,India,8.0,25.6,,17.6,220.0
Movie Title 834,Thriller,2022,7.0,605489,199,Stanley Kubrick,Korean,Japan,7.8,27.0,57.0,19.2,246.2
Movie Title 835,Crime,1997,5.2,1047439,175,Peter Jackson,Hindi,Australia,76.6,41.9,78.0,-34.7,-45.3
Movie Title 836,Action,2017,6.1,759761,93,Steven Spielberg,German,India,12.2,30.0,20.0,17.8,145.9
Movie Title 837,Horror,2014,5.3,1320360,73,Steven Spielberg,Italian,USA,23.9,88.9,87.0,65.0,272.0
Movie Title 838,Drama,1994,7.6,232324,177,Denis Villeneuve,Korean,USA,40.1,44.6,63.0,4.5,11.2
Movie Title 839,Romance,2004,5.5,485273,88,Stanley Kubrick,French,France,1.5,5.6,,4.1,273.3
Movie Title 840,Sci-Fi,2016,6.2,1734985,109,Steven Spielberg,French,France,17.2,117.9,,100.7,585.5
Movie Title 841,Sci-Fi,2007,7.2,1448410,119,Steven Spielberg,Korean,Japan,31.4,148.7,79.0,117.3,373.6
Movie Title 842,Sci-Fi,1989,5.8,1283188,144,Quentin Tarantino,Italian,Japan,19.7,16.1,71.0,-3.6,-18.3
Movie Title 843,Action,2018,7.3,1760989,81,Peter Jackson,Korean,Germany,8.8,14.9,27.0,6.1,69.3
Movie Title 844,Action,1996,8.4,920424,96,David Fincher,Spanish,Japan,78.1,304.7,99.0,226.6,290.1
Movie Title 845,Drama,2018,6.7,307081,182,Steven Spielberg,English,USA,100.6,303.8,,203.2,202.0
Movie Title 846,Crime,2001,7.6,726084,118,David Fincher,Japanese,India,17.9,53.7,22.0,35.8,200.0
Movie Title 847,Thriller,2005,4.0,1192855,213,Quentin Tarantino,Spanish,South Korea,89.3,386.5,88.0,297.2,332.8
Movie Title 848,Sci-Fi,2023,6.0,1246422,199,Steven Spielberg,Hindi,Germany,29.2,138.9,33.0,109.7,375.7
Movie Title 849,Comedy,2004,6.7,689332,129,Wes Anderson,Korean,Germany,42.4,272.0,45.0,229.6,541.5
Movie Title 850,Animation,1996,5.2,1453591,99,Coen Brothers,Hindi,Australia,116.3,332.6,,216.3,186.0
Movie Title 851,Comedy,1992,6.7,727448,153,Denis Villeneuve,Hindi,Germany,83.2,539.4,77.0,456.2,548.3
Movie Title 852,Documentary,1999,7.8,423132,97,Ridley Scott,Spanish,Japan,98.1,278.7,59.0,180.6,184.1
Movie Title 853,Comedy,2004,4.2,71463,94,David Lynch,Japanese,Japan,8.8,5.6,70.0,-3.2,-36.4
Movie Title 854,Documentary,1983,5.1,94500,165,Coen Brothers,Italian,USA,4.3,19.4,24.0,15.1,351.2
Movie Title 855,Horror,1989,6.7,1257348,194,James Cameron,French,South Korea,134.3,642.7,96.0,508.4,378.6
Movie Title 856,Animation,1982,7.1,562446,79,Wes Anderson,English,USA,29.4,220.2,51.0,190.8,649.0
Movie Title 857,Comedy,2020,7.4,1134183,111,Christopher Nolan,German,South Korea,20.4,119.6,99.0,99.2,486.3
Movie Title 858,Horror,1997,6.6,1955647,109,Steven Spielberg,French,USA,77.4,569.6,20.0,492.2,635.9
Movie Title 859,Romance,2015,7.1,770305,146,David Fincher,Japanese,India,108.6,791.2,96.0,682.6,628.5
Movie Title 860,Thriller,2001,7.6,334840,174,Christopher Nolan,German,Australia,119.0,585.0,73.0,466.0,391.6
Movie Title 861,Horror,2013,6.0,848942,187,Martin Scorsese,French,Japan,22.8,98.4,30.0,75.6,331.6
Movie Title 862,Thriller,1987,5.8,121076,111,Steven Spielberg,Korean,UK,114.7,521.7,72.0,407.0,354.8
Movie Title 863,Comedy,2019,6.3,1108268,116,James Cameron,Korean,UK,2.5,19.6,,17.1,684.0
Movie Title 864,Crime,2023,6.7,656129,91,Quentin Tarantino,Spanish,Australia,3.1,19.3,44.0,16.2,522.6
Movie Title 865,Horror,1998,5.7,718104,176,Guillermo del Toro,Hindi,Japan,58.6,60.3,,1.7,2.9
Movie Title 866,Animation,2021,6.0,803242,96,Denis Villeneuve,German,Germany,3.9,24.5,51.0,20.6,528.2
Movie Title 867,Comedy,2020,7.0,923630,110,James Cameron,Japanese,Japan,23.5,36.0,47.0,12.5,53.2
Movie Title 868,Sci-Fi,2016,6.7,162081,149,David Fincher,Japanese,Japan,67.0,247.2,,180.2,269.0
Movie Title 869,Action,1985,6.3,1161294,158,Quentin Tarantino,French,Australia,24.7,45.5,22.0,20.8,84.2
Movie Title 870,Horror,2005,4.4,1402652,135,Stanley Kubrick,Spanish,Japan,11.9,66.4,98.0,54.5,458.0
Movie Title 871,Animation,2013,6.5,525480,81,Alfonso Cuaron,French,Germany,19.8,139.5,81.0,119.7,604.5
Movie Title 872,Romance,1985,5.3,248536,142,Ridley Scott,French,South Korea,36.7,90.5,,53.8,146.6
Movie Title 873,Sci-Fi,2016,7.7,37413,145,Quentin Tarantino,Japanese,Australia,38.7,32.5,,-6.2,-16.0
Movie Title 874,Romance,2012,6.1,1193464,159,Steven Spielberg,French,India,91.7,231.8,44.0,140.1,152.8
Movie Title 875,Comedy,2001,5.3,1612946,79,Christopher Nolan,Hindi,UK,83.2,453.0,80.0,369.8,444.5
Movie Title 876,Action,2000,6.4,852480,165,David Lynch,French,Australia,36.6,101.2,63.0,64.6,176.5
Movie Title 877,Horror,1985,8.0,1696994,89,David Lynch,German,France,112.1,265.6,65.0,153.5,136.9
Movie Title 878,Horror,1985,7.3,576228,108,Christopher Nolan,Hindi,UK,7.3,12.0,33.0,4.7,64.4
Movie Title 879,Crime,1983,6.8,1737066,129,David Fincher,Japanese,UK,17.7,72.2,27.0,54.5,307.9
Movie Title 880,Crime,2009,4.9,565430,135,David Lynch,Spanish,Germany,105.6,248.4,,142.8,135.2
Movie Title 881,Comedy,1990,8.4,1572356,134,Quentin Tarantino,Korean,USA,28.5,168.2,33.0,139.7,490.2
Movie Title 882,Comedy,2009,5.8,37468,193,James Cameron,German,Japan,238.4,190.2,84.0,-48.2,-20.2
Movie Title 883,Action,2010,7.6,949202,199,Wes Anderson,Hindi,Japan,37.7,202.8,99.0,165.1,437.9
Movie Title 884,Crime,2003,6.1,667015,126,David Fincher,Spanish,Japan,94.2,193.4,26.0,99.2,105.3
Movie Title 885,Animation,1988,7.5,1228545,147,Alfonso Cuaron,Spanish,USA,30.9,124.1,,93.2,301.6
Movie Title 886,Animation,1982,8.1,1472867,98,Stanley Kubrick,Hindi,Germany,33.2,80.7,68.0,47.5,143.1
Movie Title 887,Action,2010,7.3,927863,84,Denis Villeneuve,Japanese,Australia,29.0,169.3,74.0,140.3,483.8
Movie Title 888,Animation,2019,7.4,916480,81,Guillermo del Toro,English,India,76.2,577.1,32.0,500.9,657.3
Movie Title 889,Documentary,2016,6.4,1544989,170,David Fincher,Spanish,India,47.6,350.0,,302.4,635.3
Movie Title 890,Thriller,2015,6.0,1285763,153,Guillermo del Toro,Spanish,Germany,172.7,820.5,75.0,647.8,375.1
Movie Title 891,Action,2003,6.7,43056,194,David Fincher,Japanese,France,17.3,65.9,75.0,48.6,280.9
Movie Title 892,Action,2010,6.1,52831,172,Ridley Scott,Japanese,India,6.4,42.1,34.0,35.7,557.8
Movie Title 893,Drama,1985,9.5,846623,93,Coen Brothers,French,Germany,30.0,165.9,76.0,135.9,453.0
Movie Title 894,Sci-Fi,1981,5.3,774952,218,Steven Spielberg,Japanese,Australia,57.5,93.8,77.0,36.3,63.1
Movie Title 895,Sci-Fi,1999,7.7,909380,207,Ridley Scott,Spanish,India,118.3,781.2,54.0,662.9,560.4
Movie Title 896,Documentary,2007,7.1,427488,179,David Lynch,Hindi,Japan,25.5,90.4,35.0,64.9,254.5
Movie Title 897,Crime,1990,6.8,633405,147,Christopher Nolan,English,South Korea,63.6,106.5,27.0,42.9,67.5
Movie Title 898,Comedy,1983,8.3,277815,170,Christopher Nolan,Italian,Germany,25.9,62.1,64.0,36.2,139.8
Movie Title 899,Comedy,1994,6.9,1338768,215,Wes Anderson,French,UK,57.6,131.7,59.0,74.1,128.6
Movie Title 900,Romance,1985,5.7,994778,211,Martin Scorsese,Italian,India,129.7,551.2,73.0,421.5,325.0
Movie Title 901,Documentary,2009,6.9,1861971,197,Martin Scorsese,Hindi,India,15.8,32.0,33.0,16.2,102.5
Movie Title 902,Action,2017,6.3,569242,127,Wes Anderson,English,USA,31.1,36.2,78.0,5.1,16.4
Movie Title 903,Documentary,1981,7.1,1515101,145,Guillermo del Toro,English,France,300.0,349.4,,49.4,16.5
Movie Title 904,Documentary,1994,7.5,234192,219,James Cameron,English,South Korea,121.8,578.5,46.0,456.7,375.0
Movie Title 905,Documentary,1990,5.5,1407150,105,Christopher Nolan,Korean,Australia,49.9,296.0,,246.1,493.2
Movie Title 906,Sci-Fi,1987,7.9,526005,91,Coen Brothers,Hindi,USA,43.6,118.1,99.0,74.5,170.9
Movie Title 907,Documentary,2005,6.2,1323396,196,Ridley Scott,German,Japan,20.1,9.5,25.0,-10.6,-52.7
Movie Title 908,Thriller,2023,7.0,1447226,149,Denis Villeneuve,French,UK,43.7,52.1,74.0,8.4,19.2
Movie Title 909,Comedy,1984,7.2,1230458,169,Coen Brothers,French,France,113.1,829.5,63.0,716.4,633.4
Movie Title 910,Romance,1985,6.9,1168272,165,Alfonso Cuaron,English,USA,69.3,280.6,37.0,211.3,304.9
Movie Title 911,Thriller,2005,6.4,1013140,217,Guillermo del Toro,Hindi,Germany,20.6,77.0,35.0,56.4,273.8
Movie Title 912,Romance,1983,5.9,1966838,87,Wes Anderson,Korean,India,13.5,6.7,31.0,-6.8,-50.4
Movie Title 913,Drama,1998,6.2,5994,107,Martin Scorsese,English,India,18.5,108.8,39.0,90.3,488.1
Movie Title 914,Romance,1999,8.4,791666,178,Quentin Tarantino,Japanese,France,11.2,48.4,64.0,37.2,332.1
Movie Title 915,Comedy,2012,5.5,70300,192,Coen Brothers,German,India,6.0,10.7,,4.7,78.3
Movie Title 916,Comedy,1999,5.6,307093,213,Wes Anderson,Italian,Germany,32.6,34.5,78.0,1.9,5.8
